text,label
Confirmação de pagamento via PIX no valor de R$ 383 para Maria Oliveira.,payment
Descubra as vantagens de ser um cliente Premium.,info
O banco Bradesco deseja um ótimo dia para você!,info
Use the QR Code below to complete your payment at Amazon.,payment
Would you like to know more about our retirement plans?,info
"Warning: Suspicious transfer of $4234 detected. If it wasn't you, click: bit.ly/seguranca-ban",fraud
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
Information: Business hours have been extended until 8 PM.,info
Automatic debit of $456 processed today.,payment
"Aviso: Transferência suspeita de R$ 565 detectada. Se não foi você, clique: seguro.vcc.com/atualizar",fraud
We detected an intrusion attempt. Confirm your data now: seguro.vcc.com/atualizar,fraud
Automatic debit of $117 processed today.,payment
"Olá, como posso ajudar você hoje?",info
"Warning: Suspicious transfer of $2787 detected. If it wasn't you, click: seguro.vcc.com/atualizar",fraud
Automatic debit of $688 processed today.,payment
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: seguro.vcc.com/atualizar,fraud
Seu boleto de R$ 239 vence amanhã. Pague agora e evite juros.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Seu boleto de R$ 495 vence amanhã. Pague agora e evite juros.,payment
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: bit.ly/seguranca-ban,fraud
Attention: New security rules for wire transfers.,alert
Deseja saber mais sobre nossos planos de previdência?,info
Recebemos um pedido de alteração de dados. Não foi você? linkp.site/verificar,fraud
Notificação: Manutenção programada no sistema no dia sábado.,alert
Security alert: New device connected. Unlink it here: bit.ly/seguranca-ban,fraud
Learn how to save using our new goal-tracking tool.,info
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Notification: Scheduled maintenance on Saturday.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Seu boleto de R$ 489 vence amanhã. Pague agora e evite juros.,payment
Attention: New security rules for wire transfers.,alert
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: linkp.site/verificar,fraud
Veja aqui o resumo dos seus gastos no último mês.,info
Security tip: Never share your password with third parties over the phone.,alert
Security tip: Never share your password with third parties over the phone.,alert
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Attention: New security rules for wire transfers.,alert
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
Confirmação de pagamento via PIX no valor de R$ 800 para Ana Costa.,payment
We received a request to change your data. Wasn't you? seguro.vcc.com/atualizar,fraud
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
Citibank Bank wishes you a great day!,info
We detected an intrusion attempt. Confirm your data now: bit.ly/seguranca-ban,fraud
Use the QR Code below to complete your payment at Amazon.,payment
Discover the advantages of being a Premium client.,info
We received a request to change your data. Wasn't you? bit.ly/seguranca-ban,fraud
Deseja saber mais sobre nossos planos de previdência?,info
Seu cartão de crédito final 2091 foi aprovado. Limite de R$ 266.,payment
Use the QR Code below to complete your payment at Best Buy.,payment
Your account now has access to new investment funds.,alert
Sua conta Bradesco precisa de verificação imediata. Acesse: bit.ly/seguranca-ban,fraud
Débito automático de R$ 895 realizado hoje.,payment
Would you like to know more about our retirement plans?,info
Your bill of $998 is due tomorrow. Pay now to avoid late fees.,payment
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: bit.ly/seguranca-ban,fraud
Notification: Scheduled maintenance on Saturday.,alert
O banco Itaú deseja um ótimo dia para você!,info
Descubra as vantagens de ser um cliente Premium.,info
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Use o QR Code abaixo para realizar seu pagamento na Amazon.,payment
Notificação: Manutenção programada no sistema no dia sábado.,alert
Use o QR Code abaixo para realizar seu pagamento na Amazon.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Check your detailed statement in the 'Finances' menu.,info
Transferência agendada com sucesso para Maria Oliveira no dia 15/05/2026.,payment
Alert: We detected a fluctuation in your connection to the bank.,alert
Security tip: Never share your password with third parties over the phone.,alert
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
Descubra as vantagens de ser um cliente Premium.,info
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
Your Bank of America account requires immediate verification. Access: linkp.site/verificar,fraud
Débito automático de R$ 681 realizado hoje.,payment
Security tip: Never share your password with third parties over the phone.,alert
Use o QR Code abaixo para realizar seu pagamento na Magazine Luiza.,payment
Alert: We detected a fluctuation in your connection to the bank.,alert
Débito automático de R$ 797 realizado hoje.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
Reminder: Update your address in the app to keep receiving statements.,alert
Your credit card ending in 1430 has been approved. Limit: $447.,payment
Saiba como economizar usando nossa nova ferramenta de metas.,info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Use o QR Code abaixo para realizar seu pagamento na Magazine Luiza.,payment
Use o QR Code abaixo para realizar seu pagamento na Magazine Luiza.,payment
Your bill of $888 is due tomorrow. Pay now to avoid late fees.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
"Olá, como posso ajudar você hoje?",info
Recebemos um pedido de alteração de dados. Não foi você? linkp.site/verificar,fraud
Transferência agendada com sucesso para João Silva no dia 15/05/2026.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Your password expires in 24h. Update here to avoid being locked out: linkp.site/verificar,fraud
Consulte seu extrato detalhado no menu 'Finanças'.,info
Attention: New security rules for wire transfers.,alert
Sua fatura do mês Janeiro já está disponível para pagamento.,payment
"Aviso: Transferência suspeita de R$ 1721 detectada. Se não foi você, clique: bit.ly/seguranca-ban",fraud
Your bill of $48 is due tomorrow. Pay now to avoid late fees.,payment
Payment confirmation via wire transfer of $829 to Mary Johnson.,payment
Check your detailed statement in the 'Finances' menu.,info
Your April statement is now available for payment.,payment
Sua fatura do mês Janeiro já está disponível para pagamento.,payment
See here a summary of your spending last month.,info
Attention: New security rules for wire transfers.,alert
Your Bank of America account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Your password expires in 24h. Update here to avoid being locked out: linkp.site/verificar,fraud
Recebemos seu depósito de R$ 407. O saldo será atualizado em breve.,payment
Use the QR Code below to complete your payment at Walmart.,payment
Check your detailed statement in the 'Finances' menu.,info
Transferência agendada com sucesso para João Silva no dia 15/05/2026.,payment
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Information: Business hours have been extended until 8 PM.,info
Informação: O horário de atendimento foi estendido até as 20h.,info
Transferência agendada com sucesso para Carlos Souza no dia 15/05/2026.,payment
Attention: New security rules for wire transfers.,alert
Sua fatura do mês Janeiro já está disponível para pagamento.,payment
Your password expires in 24h. Update here to avoid being locked out: seguro.vcc.com/atualizar,fraud
Your February statement is now available for payment.,payment
Security alert: New device connected. Unlink it here: bit.ly/seguranca-ban,fraud
Seu cartão de crédito final 3372 foi aprovado. Limite de R$ 198.,payment
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Débito automático de R$ 913 realizado hoje.,payment
Recebemos um pedido de alteração de dados. Não foi você? linkp.site/verificar,fraud
See here a summary of your spending last month.,info
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
Your account now has access to new investment funds.,alert
Payment confirmation via wire transfer of $433 to James Brown.,payment
O banco Santander deseja um ótimo dia para você!,info
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Automatic debit of $35 processed today.,payment
Would you like to know more about our retirement plans?,info
"Warning: Suspicious transfer of $3236 detected. If it wasn't you, click: linkp.site/verificar",fraud
Your account now has access to new investment funds.,alert
Comunicado importante sobre as taxas da sua conta corrente.,alert
Your April statement is now available for payment.,payment
Information: Business hours have been extended until 8 PM.,info
Sua conta Itaú precisa de verificação imediata. Acesse: bit.ly/seguranca-ban,fraud
Use o QR Code abaixo para realizar seu pagamento na Amazon.,payment
Would you like to know more about our retirement plans?,info
Your password expires in 24h. Update here to avoid being locked out: bit.ly/seguranca-ban,fraud
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
We received your deposit of $853. The balance will be updated shortly.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
We received your deposit of $311. The balance will be updated shortly.,payment
Learn how to save using our new goal-tracking tool.,info
Use o QR Code abaixo para realizar seu pagamento na Amazon.,payment
Learn how to save using our new goal-tracking tool.,info
Saiba como economizar usando nossa nova ferramenta de metas.,info
Urgent: Your account has been blocked. Click the link to resolve: bit.ly/seguranca-ban,fraud
Attention: New security rules for wire transfers.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Veja aqui o resumo dos seus gastos no último mês.,info
Your password expires in 24h. Update here to avoid being locked out: seguro.vcc.com/atualizar,fraud
Your account now has access to new investment funds.,alert
Notice: Your card limit is almost reached.,alert
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: linkp.site/verificar,fraud
Your account now has access to new investment funds.,alert
Parabéns! Você ganhou um prêmio. Resgate clicando no link: seguro.vcc.com/atualizar,fraud
Information: Business hours have been extended until 8 PM.,info
Sua conta Inter precisa de verificação imediata. Acesse: linkp.site/verificar,fraud
Check your detailed statement in the 'Finances' menu.,info
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Would you like to know more about our retirement plans?,info
Veja aqui o resumo dos seus gastos no último mês.,info
Descubra as vantagens de ser um cliente Premium.,info
Information: Business hours have been extended until 8 PM.,info
Deseja saber mais sobre nossos planos de previdência?,info
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
"Aviso: Transferência suspeita de R$ 3810 detectada. Se não foi você, clique: seguro.vcc.com/atualizar",fraud
Detectamos uma tentativa de invasão. Confirme seus dados agora: linkp.site/verificar,fraud
Use o QR Code abaixo para realizar seu pagamento na Posto Shell.,payment
Citibank Bank wishes you a great day!,info
Payment confirmation via wire transfer of $495 to John Smith.,payment
"Hello, how can I help you today?",info
Comunicado importante sobre as taxas da sua conta corrente.,alert
Attention: New security rules for wire transfers.,alert
Bank of America Bank wishes you a great day!,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
Use o QR Code abaixo para realizar seu pagamento na Mercado Livre.,payment
Recebemos seu depósito de R$ 784. O saldo será atualizado em breve.,payment
Check your detailed statement in the 'Finances' menu.,info
We received a request to change your data. Wasn't you? bit.ly/seguranca-ban,fraud
Seu boleto de R$ 174 vence amanhã. Pague agora e evite juros.,payment
Your Citibank account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
"Olá, como posso ajudar você hoje?",info
Comunicado importante sobre as taxas da sua conta corrente.,alert
Seu cartão de crédito final 6188 foi aprovado. Limite de R$ 757.,payment
Parabéns! Você ganhou um prêmio. Resgate clicando no link: seguro.vcc.com/atualizar,fraud
Check your detailed statement in the 'Finances' menu.,info
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: seguro.vcc.com/atualizar,fraud
Reminder: Update your address in the app to keep receiving statements.,alert
See here a summary of your spending last month.,info
Would you like to know more about our retirement plans?,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Transferência agendada com sucesso para Ana Costa no dia 15/05/2026.,payment
Transfer scheduled successfully to John Smith on 05/15/2026.,payment
Your bill of $552 is due tomorrow. Pay now to avoid late fees.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Consulte seu extrato detalhado no menu 'Finanças'.,info
Débito automático de R$ 421 realizado hoje.,payment
Parabéns! Você ganhou um prêmio. Resgate clicando no link: seguro.vcc.com/atualizar,fraud
O banco Nubank deseja um ótimo dia para você!,info
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: seguro.vcc.com/atualizar,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
Use the QR Code below to complete your payment at Walmart.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
"Olá, como posso ajudar você hoje?",info
Atenção: Novas regras de segurança para transferências via PIX.,alert
Débito automático de R$ 67 realizado hoje.,payment
We received your deposit of $51. The balance will be updated shortly.,payment
Confirmação de pagamento via PIX no valor de R$ 407 para João Silva.,payment
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
Your Wells Fargo account requires immediate verification. Access: bit.ly/seguranca-ban,fraud
Payment confirmation via wire transfer of $32 to James Brown.,payment
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
Sua conta Santander precisa de verificação imediata. Acesse: linkp.site/verificar,fraud
Security tip: Never share your password with third parties over the phone.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
Reminder: Update your address in the app to keep receiving statements.,alert
Recebemos seu depósito de R$ 818. O saldo será atualizado em breve.,payment
Sua fatura do mês Maio já está disponível para pagamento.,payment
"Hello, how can I help you today?",info
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: bit.ly/seguranca-ban,fraud
Information: Business hours have been extended until 8 PM.,info
Detectamos uma tentativa de invasão. Confirme seus dados agora: linkp.site/verificar,fraud
Information: Business hours have been extended until 8 PM.,info
Attention: New security rules for wire transfers.,alert
Check your detailed statement in the 'Finances' menu.,info
Alert: We detected a fluctuation in your connection to the bank.,alert
Notice: Your card limit is almost reached.,alert
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: bit.ly/seguranca-ban,fraud
Congratulations! You won a prize. Claim it by clicking the link: linkp.site/verificar,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: linkp.site/verificar,fraud
Use the QR Code below to complete your payment at Walmart.,payment
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
Comunicado importante sobre as taxas da sua conta corrente.,alert
Automatic debit of $800 processed today.,payment
Use the QR Code below to complete your payment at Amazon.,payment
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: linkp.site/verificar,fraud
We received a request to change your data. Wasn't you? seguro.vcc.com/atualizar,fraud
Payment confirmation via wire transfer of $500 to John Smith.,payment
"Hello, how can I help you today?",info
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Parabéns! Você ganhou um prêmio. Resgate clicando no link: seguro.vcc.com/atualizar,fraud
Urgent: Your account has been blocked. Click the link to resolve: seguro.vcc.com/atualizar,fraud
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: bit.ly/seguranca-ban,fraud
Deseja saber mais sobre nossos planos de previdência?,info
Your HSBC account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
"Hello, how can I help you today?",info
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
Your account now has access to new investment funds.,alert
Descubra as vantagens de ser um cliente Premium.,info
Your Capital One account requires immediate verification. Access: linkp.site/verificar,fraud
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: bit.ly/seguranca-ban,fraud
Automatic debit of $832 processed today.,payment
Your Wells Fargo account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Sua conta Banco do Brasil precisa de verificação imediata. Acesse: bit.ly/seguranca-ban,fraud
Recebemos seu depósito de R$ 494. O saldo será atualizado em breve.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Discover the advantages of being a Premium client.,info
"Hello, how can I help you today?",info
"Olá, como posso ajudar você hoje?",info
Atenção: Novas regras de segurança para transferências via PIX.,alert
Atenção: Novas regras de segurança para transferências via PIX.,alert
We detected an intrusion attempt. Confirm your data now: bit.ly/seguranca-ban,fraud
Parabéns! Você ganhou um prêmio. Resgate clicando no link: linkp.site/verificar,fraud
Recebemos seu depósito de R$ 989. O saldo será atualizado em breve.,payment
Saiba como economizar usando nossa nova ferramenta de metas.,info
O banco Santander deseja um ótimo dia para você!,info
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: linkp.site/verificar,fraud
Sua conta Inter precisa de verificação imediata. Acesse: linkp.site/verificar,fraud
Reminder: Update your address in the app to keep receiving statements.,alert
Deseja saber mais sobre nossos planos de previdência?,info
Security alert: New device connected. Unlink it here: bit.ly/seguranca-ban,fraud
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Detectamos uma tentativa de invasão. Confirme seus dados agora: seguro.vcc.com/atualizar,fraud
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Use the QR Code below to complete your payment at Walmart.,payment
Payment confirmation via wire transfer of $190 to James Brown.,payment
Information: Business hours have been extended until 8 PM.,info
Atenção: Novas regras de segurança para transferências via PIX.,alert
"Warning: Suspicious transfer of $1407 detected. If it wasn't you, click: linkp.site/verificar",fraud
Your account now has access to new investment funds.,alert
Your bill of $404 is due tomorrow. Pay now to avoid late fees.,payment
O banco Bradesco deseja um ótimo dia para você!,info
Recebemos seu depósito de R$ 124. O saldo será atualizado em breve.,payment
Check your detailed statement in the 'Finances' menu.,info
We received your deposit of $610. The balance will be updated shortly.,payment
"Olá, como posso ajudar você hoje?",info
Your bill of $126 is due tomorrow. Pay now to avoid late fees.,payment
Attention: New security rules for wire transfers.,alert
Alert: We detected a fluctuation in your connection to the bank.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Your May statement is now available for payment.,payment
Atenção: Novas regras de segurança para transferências via PIX.,alert
Security tip: Never share your password with third parties over the phone.,alert
Your credit card ending in 7967 has been approved. Limit: $363.,payment
Use o QR Code abaixo para realizar seu pagamento na Posto Shell.,payment
Security tip: Never share your password with third parties over the phone.,alert
Notice: Your card limit is almost reached.,alert
Check your detailed statement in the 'Finances' menu.,info
Consulte seu extrato detalhado no menu 'Finanças'.,info
Aviso: O limite do seu cartão está próximo do fim.,alert
Consulte seu extrato detalhado no menu 'Finanças'.,info
We received your deposit of $846. The balance will be updated shortly.,payment
Congratulations! You won a prize. Claim it by clicking the link: bit.ly/seguranca-ban,fraud
Information: Business hours have been extended until 8 PM.,info
Informação: O horário de atendimento foi estendido até as 20h.,info
Learn how to save using our new goal-tracking tool.,info
Your bill of $526 is due tomorrow. Pay now to avoid late fees.,payment
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
Transfer scheduled successfully to Sarah Davis on 05/15/2026.,payment
Consulte seu extrato detalhado no menu 'Finanças'.,info
Seu cartão de crédito final 5272 foi aprovado. Limite de R$ 570.,payment
Information: Business hours have been extended until 8 PM.,info
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: seguro.vcc.com/atualizar,fraud
Atenção: Novas regras de segurança para transferências via PIX.,alert
Would you like to know more about our retirement plans?,info
Your bill of $176 is due tomorrow. Pay now to avoid late fees.,payment
Payment confirmation via wire transfer of $293 to James Brown.,payment
Aviso: O limite do seu cartão está próximo do fim.,alert
Comunicado importante sobre as taxas da sua conta corrente.,alert
"Aviso: Transferência suspeita de R$ 1540 detectada. Se não foi você, clique: linkp.site/verificar",fraud
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
Recebemos seu depósito de R$ 763. O saldo será atualizado em breve.,payment
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
We received a request to change your data. Wasn't you? bit.ly/seguranca-ban,fraud
Urgent: Your account has been blocked. Click the link to resolve: bit.ly/seguranca-ban,fraud
Discover the advantages of being a Premium client.,info
Your credit card ending in 9927 has been approved. Limit: $608.,payment
Your credit card ending in 5521 has been approved. Limit: $761.,payment
See here a summary of your spending last month.,info
"Olá, como posso ajudar você hoje?",info
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Recebemos seu depósito de R$ 614. O saldo será atualizado em breve.,payment
Information: Business hours have been extended until 8 PM.,info
Discover the advantages of being a Premium client.,info
Use o QR Code abaixo para realizar seu pagamento na Amazon.,payment
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
"Hello, how can I help you today?",info
Comunicado importante sobre as taxas da sua conta corrente.,alert
Your HSBC account requires immediate verification. Access: seguro.vcc.com/atualizar,fraud
Check your detailed statement in the 'Finances' menu.,info
Transferência agendada com sucesso para Maria Oliveira no dia 15/05/2026.,payment
Notice: Your card limit is almost reached.,alert
Recebemos seu depósito de R$ 577. O saldo será atualizado em breve.,payment
Bank of America Bank wishes you a great day!,info
Detectamos uma tentativa de invasão. Confirme seus dados agora: linkp.site/verificar,fraud
Information: Business hours have been extended until 8 PM.,info
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Notificação: Manutenção programada no sistema no dia sábado.,alert
Your June statement is now available for payment.,payment
Alert: We detected a fluctuation in your connection to the bank.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Attention: New security rules for wire transfers.,alert
Important notice about your checking account fees.,alert
Notice: Your card limit is almost reached.,alert
Seu boleto de R$ 671 vence amanhã. Pague agora e evite juros.,payment
Comunicado importante sobre as taxas da sua conta corrente.,alert
Alerta de segurança: Novo dispositivo conectado. Desconheça aqui: seguro.vcc.com/atualizar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Parabéns! Você ganhou um prêmio. Resgate clicando no link: bit.ly/seguranca-ban,fraud
Your password expires in 24h. Update here to avoid being locked out: linkp.site/verificar,fraud
We received a request to change your data. Wasn't you? seguro.vcc.com/atualizar,fraud
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
Transferência agendada com sucesso para João Silva no dia 15/05/2026.,payment
Check your detailed statement in the 'Finances' menu.,info
Payment confirmation via wire transfer of $937 to John Smith.,payment
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Saiba como economizar usando nossa nova ferramenta de metas.,info
Your account now has access to new investment funds.,alert
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Deseja saber mais sobre nossos planos de previdência?,info
Débito automático de R$ 205 realizado hoje.,payment
Discover the advantages of being a Premium client.,info
Congratulations! You won a prize. Claim it by clicking the link: linkp.site/verificar,fraud
Your credit card ending in 4599 has been approved. Limit: $340.,payment
Your bill of $438 is due tomorrow. Pay now to avoid late fees.,payment
Important notice about your checking account fees.,alert
"Warning: Suspicious transfer of $4244 detected. If it wasn't you, click: seguro.vcc.com/atualizar",fraud
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
Discover the advantages of being a Premium client.,info
Reminder: Update your address in the app to keep receiving statements.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Your January statement is now available for payment.,payment
We received your deposit of $982. The balance will be updated shortly.,payment
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Débito automático de R$ 995 realizado hoje.,payment
Recebemos seu depósito de R$ 16. O saldo será atualizado em breve.,payment
Discover the advantages of being a Premium client.,info
We received your deposit of $145. The balance will be updated shortly.,payment
Information: Business hours have been extended until 8 PM.,info
Seu boleto de R$ 822 vence amanhã. Pague agora e evite juros.,payment
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Notificação: Manutenção programada no sistema no dia sábado.,alert
Your February statement is now available for payment.,payment
"Hello, how can I help you today?",info
Confirmação de pagamento via PIX no valor de R$ 686 para Carlos Souza.,payment
Sua senha expira em 24h. Atualize aqui para evitar bloqueio: linkp.site/verificar,fraud
We received your deposit of $463. The balance will be updated shortly.,payment
"Aviso: Transferência suspeita de R$ 3628 detectada. Se não foi você, clique: bit.ly/seguranca-ban",fraud
Learn how to save using our new goal-tracking tool.,info
Reminder: Update your address in the app to keep receiving statements.,alert
Seu cartão de crédito final 8218 foi aprovado. Limite de R$ 110.,payment
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Deseja saber mais sobre nossos planos de previdência?,info
Use the QR Code below to complete your payment at Best Buy.,payment
Your credit card ending in 6517 has been approved. Limit: $390.,payment
Check your detailed statement in the 'Finances' menu.,info
Use the QR Code below to complete your payment at Walmart.,payment
Recebemos seu depósito de R$ 209. O saldo será atualizado em breve.,payment
Recebemos um pedido de alteração de dados. Não foi você? seguro.vcc.com/atualizar,fraud
"Warning: Suspicious transfer of $894 detected. If it wasn't you, click: seguro.vcc.com/atualizar",fraud
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Your password expires in 24h. Update here to avoid being locked out: seguro.vcc.com/atualizar,fraud
Reminder: Update your address in the app to keep receiving statements.,alert
Parabéns! Você ganhou um prêmio. Resgate clicando no link: linkp.site/verificar,fraud
Descubra as vantagens de ser um cliente Premium.,info
Confirmação de pagamento via PIX no valor de R$ 157 para Ana Costa.,payment
Learn how to save using our new goal-tracking tool.,info
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Informativo: Sua conta agora tem acesso a novos fundos de investimento.,alert
Important notice about your checking account fees.,alert
Payment confirmation via wire transfer of $55 to James Brown.,payment
We received a request to change your data. Wasn't you? linkp.site/verificar,fraud
Urgente: Sua conta foi bloqueada. Clique no link para regularizar: linkp.site/verificar,fraud
Detectamos uma tentativa de invasão. Confirme seus dados agora: bit.ly/seguranca-ban,fraud
Consulte seu extrato detalhado no menu 'Finanças'.,info
Security alert: New device connected. Unlink it here: seguro.vcc.com/atualizar,fraud
Informação: O horário de atendimento foi estendido até as 20h.,info
Learn how to save using our new goal-tracking tool.,info
Payment confirmation via wire transfer of $136 to Mary Johnson.,payment
Payment confirmation via wire transfer of $676 to John Smith.,payment
We detected an intrusion attempt. Confirm your data now: linkp.site/verificar,fraud
Chase Bank wishes you a great day!,info
Comunicado importante sobre as taxas da sua conta corrente.,alert
"Aviso: Transferência suspeita de R$ 2923 detectada. Se não foi você, clique: seguro.vcc.com/atualizar",fraud
Payment confirmation via wire transfer of $505 to Mary Johnson.,payment
Attention: New security rules for wire transfers.,alert
Reminder: Update your address in the app to keep receiving statements.,alert
Alerta: Detectamos uma oscilação na sua conexão com o banco.,alert
Use the QR Code below to complete your payment at Amazon.,payment
Lembrete: Atualize seu endereço no aplicativo para continuar recebendo faturas.,alert
"Olá, como posso ajudar você hoje?",info
Payment confirmation via wire transfer of $400 to John Smith.,payment
Informação: O horário de atendimento foi estendido até as 20h.,info
Descubra as vantagens de ser um cliente Premium.,info
Dica de segurança: Nunca forneça sua senha a terceiros por telefone.,alert
Aviso: O limite do seu cartão está próximo do fim.,alert
"Warning: Suspicious transfer of $4188 detected. If it wasn't you, click: bit.ly/seguranca-ban",fraud
Information: Business hours have been extended until 8 PM.,info
Your May statement is now available for payment.,payment
Saiba como economizar usando nossa nova ferramenta de metas.,info
Security alert: New device connected. Unlink it here: linkp.site/verificar,fraud
Confirmação de pagamento via PIX no valor de R$ 609 para João Silva.,payment
Seu cartão de crédito final 5742 foi aprovado. Limite de R$ 983.,payment
Discover the advantages of being a Premium client.,info
"Olá, como posso ajudar você hoje?",info
